Player Name,Pace,Acceleration,Sprint Speed,Dribbling,Agility,Balance,Reactions,Ball Control,Composure,Shooting,Positioning,Finishing,Shot Power,Long Shots,Volleys,Penalties,Passing,Vision,Crossing,Free Kick,Short Pass,Long Pass,Pass Curve,Defending,Interceptions,Heading,Marking,Standing Tackle,Sliding Tackle,Physicality,Jumping,Stamina,Strength,Aggression,Diving,Reflexes,Handling,Speed,Kicking,Positoning,prediction
Sheyi Ojo,79,78,79,69,70,66,64,68,58,60,67,64,56,56,44,66,60,57,62,50,64,58,52,31,28,44,26,33,32,56,32,55,63,44,0,0,0,0,0,0,0
Moustafa Zeidan,67,70,64,64,78,86,47,64,59,56,52,57,54,59,46,54,59,60,56,59,61,58,63,42,44,37,52,34,32,47,80,59,38,46,0,0,0,0,0,0,0
Wei Li,65,70,61,62,59,50,55,64,65,53,59,53,53,51,45,58,63,65,60,49,68,62,48,61,60,52,64,63,60,67,52,62,71,65,0,0,0,0,0,0,2
Brilliant Khuzwayo,0,35,42,0,31,49,52,22,34,0,13,14,21,13,14,22,0,43,16,12,34,35,18,0,19,12,17,9,8,0,61,26,59,19,72,72,71,35,73,68,1
Adam Tymi?ski,59,59,59,31,46,55,50,29,37,28,30,22,40,26,28,35,29,30,29,26,32,22,31,54,48,53,50,63,54,58,74,61,58,51,0,0,0,0,0,0,3
Shunki Takahashi,66,68,65,55,76,76,63,63,53,35,46,26,54,32,37,45,54,44,68,34,56,51,50,59,64,47,49,67,64,69,72,85,58,75,0,0,0,0,0,0,3
Maurice Trapp,53,51,54,48,54,43,57,52,62,37,31,26,62,37,45,36,46,30,50,39,56,49,29,62,58,66,62,65,56,74,39,65,87,60,0,0,0,0,0,0,3
Robert Jendrusch,0,38,30,0,37,35,51,25,39,0,7,10,25,7,5,10,0,28,11,13,30,28,19,0,10,10,12,11,11,0,82,28,51,19,63,64,58,38,57,55,1
Jordan Thorniley,62,65,60,47,52,70,51,45,62,36,31,32,43,34,34,49,43,36,34,29,55,47,32,64,62,60,66,63,65,69,73,64,72,68,0,0,0,0,0,0,3
Jean-Paul Bo�tius,86,88,84,77,92,67,69,75,67,70,65,70,70,73,65,61,69,71,70,60,68,67,80,30,23,62,30,26,25,47,67,71,36,37,0,0,0,0,0,0,0
Kre�imir Kova?evi?,54,55,54,48,49,50,56,50,51,60,47,61,64,59,51,57,43,47,41,32,46,35,41,27,16,60,31,21,17,66,53,54,73,68,0,0,0,0,0,0,0
Jin Sung Hwang,68,69,67,67,66,76,65,68,56,69,73,70,70,66,66,69,71,70,68,73,73,67,73,44,58,52,52,29,27,56,74,47,68,33,0,0,0,0,0,0,0
Emin Nouri,75,73,76,57,70,65,60,57,54,43,43,36,60,41,36,54,53,44,60,35,57,57,45,58,59,46,58,61,63,71,59,73,66,82,0,0,0,0,0,0,3
Emmanuel Gigliotti,56,54,57,67,68,62,71,75,71,74,82,77,78,64,72,67,59,71,51,49,65,46,57,45,35,78,59,35,24,77,77,78,79,71,0,0,0,0,0,0,0
Lautaro Acosta,93,92,93,81,91,91,77,78,77,72,75,72,77,68,71,64,68,74,63,45,71,66,65,39,42,55,42,33,24,56,80,71,40,73,0,0,0,0,0,0,0
Vladislav Sirotov,70,72,68,59,74,72,47,57,57,52,62,54,58,39,47,54,56,57,59,33,58,53,54,27,22,41,30,22,29,53,72,65,52,35,0,0,0,0,0,0,0
Ricardo Dar�o Blanco,65,66,65,65,55,85,47,66,59,61,59,60,59,69,55,63,67,68,63,71,70,66,65,34,22,39,40,35,28,46,56,55,44,39,0,0,0,0,0,0,0
Joel Andersson,82,82,82,65,75,74,58,66,62,45,48,42,54,40,46,45,60,51,64,41,66,59,67,59,62,39,60,61,64,65,62,80,56,68,0,0,0,0,0,0,2
Stoppila Sunzu,65,53,74,51,55,67,61,62,67,38,34,23,50,57,35,46,53,42,36,55,66,64,47,70,67,72,67,74,72,76,81,74,78,71,0,0,0,0,0,0,3
Osvaldo Rodr�guez,69,70,69,66,70,67,57,69,63,47,52,50,41,48,38,51,57,47,62,37,68,56,32,63,60,50,62,68,68,60,59,67,59,54,0,0,0,0,0,0,3
Rasmus Festersen,79,77,80,66,70,68,60,65,60,66,63,67,66,66,59,67,59,62,59,62,62,46,62,44,49,59,42,38,47,64,75,76,65,46,0,0,0,0,0,0,0
Erik Thommy,77,79,76,77,87,77,67,78,63,69,65,70,69,71,65,57,74,74,80,75,74,64,76,33,27,49,28,37,31,52,53,66,51,37,0,0,0,0,0,0,0
Troy Deeney,56,54,57,69,62,71,74,76,78,78,77,76,86,75,78,80,66,74,55,49,73,60,68,35,29,82,34,29,25,84,81,70,91,85,0,0,0,0,0,0,0
Adam Marciniak,72,71,73,44,64,63,64,45,55,54,40,48,75,60,22,47,55,46,51,61,61,57,58,67,72,60,63,69,72,74,67,73,75,73,0,0,0,0,0,0,2
Tobias Lawal,0,33,26,0,32,28,30,15,32,0,5,7,23,9,6,12,0,34,12,12,23,28,11,0,28,20,9,12,12,0,48,22,65,24,51,46,50,33,53,48,1
Sang Hyub Lim,70,71,70,66,80,65,69,63,63,64,67,62,66,66,68,62,63,63,64,54,65,63,56,42,54,55,41,32,35,61,61,69,65,40,0,0,0,0,0,0,0
Eliaquim Mangala,64,59,68,52,63,61,64,50,65,43,39,27,68,49,45,49,56,47,59,48,61,59,47,78,72,80,76,80,81,83,87,66,88,90,0,0,0,0,0,0,3
Isaac Kiese Thelin,55,46,62,66,61,45,71,72,65,68,74,71,71,58,68,72,63,72,46,35,74,59,48,32,20,78,35,25,20,79,52,77,85,71,0,0,0,0,0,0,0
Matthis Harsman,0,33,34,0,30,29,41,14,35,0,7,6,20,6,7,12,0,31,10,8,20,16,9,0,20,8,7,9,10,0,40,37,65,24,55,48,48,33,50,44,1
Junichi Inamoto,52,59,46,60,58,66,60,64,60,56,55,50,68,60,54,58,62,63,62,61,64,57,50,60,59,63,56,67,52,58,56,34,64,72,0,0,0,0,0,0,2
Ren� Vollath,0,37,41,0,38,43,64,16,43,0,8,9,18,12,11,19,0,31,10,12,23,21,12,0,14,14,10,9,15,0,68,36,53,30,65,69,62,37,60,68,1
Takuya Wada,64,62,65,63,70,85,61,66,55,38,42,31,51,40,32,38,63,47,76,43,70,66,29,63,64,54,69,59,62,58,74,72,54,46,0,0,0,0,0,0,3
Stephen Mallan,68,67,68,67,73,72,57,66,57,62,62,60,68,68,56,42,62,63,56,70,63,63,64,57,56,54,58,59,56,64,69,68,63,58,0,0,0,0,0,0,2
Naif Kariri,75,74,76,55,56,75,53,54,37,34,48,29,33,42,27,35,51,43,54,43,55,50,49,52,54,39,52,55,54,47,57,54,44,45,0,0,0,0,0,0,3
James Bolton,80,79,80,61,76,66,62,59,50,35,37,29,51,34,22,36,51,44,56,23,58,52,42,60,59,59,60,61,60,67,69,73,67,60,0,0,0,0,0,0,3
Nya Kirby,71,72,71,64,81,86,44,63,54,42,47,43,42,40,34,49,56,51,41,46,69,61,41,36,24,34,39,41,39,52,56,63,50,42,0,0,0,0,0,0,0
Andrew Carleton,71,73,70,71,86,80,55,66,64,60,58,60,62,58,64,59,61,61,53,64,64,61,73,35,26,43,31,40,41,52,53,54,49,58,0,0,0,0,0,0,0
Francisco Aday Ben�tez Caraballo,72,70,74,77,79,68,75,80,60,50,65,55,47,39,43,55,67,53,76,51,75,62,66,72,71,63,68,77,75,62,35,80,55,62,0,0,0,0,0,0,2
Do Hyung Kim,79,81,78,63,71,68,55,64,42,59,63,63,58,54,45,59,49,47,58,33,52,43,39,20,11,47,26,12,14,56,71,65,61,30,0,0,0,0,0,0,0
Domen Crnigoj,72,76,69,66,77,66,64,66,58,51,57,47,62,55,48,33,62,63,61,57,64,60,57,36,39,28,37,38,29,64,49,70,71,44,0,0,0,0,0,0,0
Scott Dann,35,38,33,50,43,54,76,61,70,40,36,40,52,32,29,30,49,52,30,29,59,58,30,78,79,83,77,78,76,72,66,62,78,72,0,0,0,0,0,0,3
Jos� Contreras,0,15,25,0,36,37,61,14,50,0,8,8,17,8,16,14,0,51,13,10,23,18,13,0,7,11,9,13,12,0,68,23,61,22,68,71,66,15,65,67,1
Jaros?aw Niezgoda,80,79,80,66,77,65,66,66,69,68,70,71,68,65,45,68,47,58,28,33,58,42,34,38,21,67,37,41,35,67,76,72,74,41,0,0,0,0,0,0,0
Markus Schubert,0,46,30,0,44,45,62,28,36,0,4,8,15,9,8,12,0,50,12,13,35,30,14,0,11,10,12,11,10,0,72,28,56,23,70,73,66,46,60,59,1
Solly March,78,79,77,76,78,77,63,74,70,67,64,66,74,71,54,55,67,66,67,64,68,64,70,45,30,40,52,50,42,60,36,68,61,55,0,0,0,0,0,0,0
Eduardo Henrique da Silva,76,74,77,65,60,60,68,68,58,51,63,49,58,50,42,46,63,68,64,42,68,60,41,68,67,58,71,70,63,67,71,75,64,64,0,0,0,0,0,0,2
Kevin Bonifazi,57,59,55,53,49,65,65,59,65,34,33,30,43,30,36,44,42,37,34,34,56,36,29,72,72,61,68,78,74,68,72,53,74,70,0,0,0,0,0,0,3
Geoffrey Jourdren,0,47,51,0,54,38,67,24,52,0,13,13,22,10,10,26,0,34,12,11,35,36,10,0,22,10,12,15,13,0,65,37,57,20,66,67,67,47,65,70,1
Jos� Sand,43,47,39,73,67,67,84,84,82,80,84,84,76,73,80,84,63,73,56,66,71,44,54,40,33,84,50,24,29,70,72,63,71,75,0,0,0,0,0,0,0
Kenneth Emil Petersen,36,37,36,48,55,49,57,53,55,32,47,24,48,33,33,22,48,31,48,32,59,52,44,64,62,66,66,64,62,72,78,54,77,82,0,0,0,0,0,0,3
Cory Galvin,73,80,67,61,79,83,52,58,52,45,52,43,48,46,35,43,54,50,55,39,58,52,53,39,35,40,36,44,41,55,63,60,50,59,0,0,0,0,0,0,0
Junjie Wen,62,62,62,31,44,57,41,25,38,24,20,19,39,19,25,37,29,31,22,28,34,26,23,54,53,49,53,56,53,59,73,58,63,45,0,0,0,0,0,0,3
Birk Risa,77,79,76,62,59,53,59,64,53,56,60,58,58,52,52,50,57,54,58,47,60,54,58,50,57,55,35,58,56,65,62,64,69,59,0,0,0,0,0,0,2
Jarlan Barrera,78,80,76,75,90,84,70,72,71,64,65,67,57,68,40,70,72,75,72,69,72,70,60,42,24,49,44,46,50,56,73,64,56,40,0,0,0,0,0,0,0
Koki Machida,80,80,80,37,56,42,49,48,44,28,28,24,48,15,21,35,39,33,27,25,46,52,29,59,58,52,58,62,61,72,59,60,82,66,0,0,0,0,0,0,3
Jack O'Connell,64,61,66,54,49,46,67,53,58,37,29,35,41,40,30,34,48,27,54,32,58,57,31,73,76,68,74,71,72,79,81,73,83,75,0,0,0,0,0,0,3
Rikiya Uehara,81,79,83,58,62,76,56,60,52,40,42,39,51,32,32,44,50,52,48,23,56,50,44,39,30,37,39,46,38,54,50,67,56,36,0,0,0,0,0,0,0
Felipe Salinas,40,38,41,39,51,53,50,49,73,31,26,24,53,24,27,33,35,29,21,22,46,46,24,63,55,65,64,67,63,72,73,65,80,62,0,0,0,0,0,0,3
Chris Burke,74,75,73,68,78,78,68,65,69,64,65,62,68,66,58,67,63,63,68,62,63,57,64,39,29,35,55,33,32,65,69,72,65,54,0,0,0,0,0,0,0
Nicklas B�rkroth,85,86,84,68,84,86,58,66,59,58,60,53,68,59,51,58,62,59,65,64,63,60,66,34,25,30,47,26,38,63,78,65,59,65,0,0,0,0,0,0,0
Kieran Kennedy,61,60,61,43,64,57,42,49,42,23,21,22,33,16,22,25,38,34,29,27,45,46,22,61,56,59,59,65,64,65,74,37,77,68,0,0,0,0,0,0,3
Florian Faist,0,24,28,0,31,41,57,17,39,0,8,7,20,7,7,15,0,37,10,10,17,25,12,0,7,11,23,10,13,0,65,17,77,20,63,60,60,24,53,54,1
Kingsley Coman,95,96,93,86,88,84,81,83,75,77,80,77,78,73,78,70,76,76,82,70,78,63,85,26,23,54,30,17,15,61,76,77,62,36,0,0,0,0,0,0,0
Ajdin Hrustic,71,73,69,70,74,61,66,72,66,60,60,59,62,65,46,52,67,66,65,66,70,65,72,56,59,54,55,59,48,56,65,54,65,35,0,0,0,0,0,0,2
Niko Hansen,84,83,85,64,69,76,56,66,65,58,59,58,62,57,48,59,57,49,55,60,66,48,61,39,43,55,49,23,31,57,79,55,58,49,0,0,0,0,0,0,0
Christopher Dibon,69,68,69,53,59,63,68,56,69,33,39,42,23,24,20,39,49,59,25,27,58,59,39,69,72,67,70,69,65,73,91,71,76,65,0,0,0,0,0,0,3
Vincent Manceau,53,62,45,72,67,79,75,74,69,46,54,40,58,41,42,58,70,64,75,44,75,74,48,75,76,69,76,75,75,71,82,80,65,72,0,0,0,0,0,0,2
Alexander Grant,45,50,41,41,48,66,56,43,63,33,35,30,50,26,20,34,39,27,30,23,54,41,22,66,68,60,62,70,69,74,83,62,88,51,0,0,0,0,0,0,3
Lars S�tra,45,42,47,39,31,29,58,48,60,37,35,33,57,30,23,27,45,46,39,18,52,49,29,60,62,66,55,63,60,74,31,63,86,69,0,0,0,0,0,0,3
Witiness Jo�o Quembo,87,85,88,71,83,81,64,71,59,62,60,62,67,63,49,61,58,59,60,49,61,51,51,30,23,45,23,36,35,47,49,75,34,46,0,0,0,0,0,0,0
Berkay �zcan,66,67,65,75,77,75,70,75,65,53,62,56,54,43,53,51,69,75,67,52,74,65,55,34,29,43,31,34,46,63,56,66,67,52,0,0,0,0,0,0,0
Alan Gordon,35,42,30,57,55,37,65,64,62,63,69,64,69,55,60,65,55,64,34,48,63,52,54,44,35,77,53,39,14,72,82,34,84,87,0,0,0,0,0,0,0
Mario Balotelli,79,76,82,79,71,50,68,85,81,84,79,85,89,79,78,92,73,74,68,78,78,66,78,24,30,67,10,22,20,77,74,66,86,70,0,0,0,0,0,0,0
Mukhtar Fallata,74,73,75,61,75,69,65,60,69,67,70,74,65,56,60,69,51,55,55,26,54,48,36,36,26,70,50,22,20,63,86,75,63,41,0,0,0,0,0,0,0
Anthony Syhre,64,61,66,36,56,60,61,38,51,27,23,20,41,26,25,36,30,31,23,26,35,29,31,65,64,63,63,69,65,76,85,63,82,73,0,0,0,0,0,0,3
Lu�s Carlos Almeida da Cunha,77,79,75,85,92,77,78,86,79,76,70,70,85,83,75,72,78,77,77,79,77,77,86,35,31,46,51,22,20,62,39,69,62,61,0,0,0,0,0,0,0
Javier P�rez Mateo,56,52,60,54,45,52,57,58,43,53,60,56,42,60,31,47,53,58,42,37,61,56,30,60,63,43,64,62,56,60,64,57,68,41,0,0,0,0,0,0,3
Lewis Ferguson,72,73,72,60,76,76,58,59,51,45,54,38,59,43,56,44,53,52,42,34,62,58,41,50,52,51,44,53,51,64,63,65,66,60,0,0,0,0,0,0,3
Diego Aguirre Parra,83,77,87,72,83,82,60,70,63,54,64,58,54,45,36,52,64,61,69,42,67,63,61,49,49,39,49,51,49,48,69,62,38,51,0,0,0,0,0,0,0
Demarai Gray,87,88,87,81,88,79,70,79,62,70,69,68,79,73,54,58,68,72,69,58,69,60,70,27,23,31,26,30,23,57,52,68,59,41,0,0,0,0,0,0,0
Giorgi Kvilitaia,80,77,83,72,77,69,60,70,63,66,67,71,64,62,55,64,56,58,49,33,62,55,62,40,31,73,45,31,33,76,69,65,87,65,0,0,0,0,0,0,0
Niklas Gunnarsson,68,66,70,52,47,62,54,61,61,49,54,46,66,42,47,40,55,51,57,35,63,54,37,65,61,62,67,66,64,76,53,73,81,72,0,0,0,0,0,0,3
Andrea Gasbarro,68,67,69,56,47,55,60,57,60,31,45,26,42,23,31,42,46,26,65,23,56,37,35,67,68,62,65,69,68,74,66,79,76,67,0,0,0,0,0,0,3
Lakdar Boussaha,82,80,84,67,89,77,70,59,65,70,61,71,73,70,64,70,52,54,56,49,51,50,50,27,24,66,27,18,23,73,71,78,69,75,0,0,0,0,0,0,0
Sebastian Vasiliadis,76,76,76,67,76,77,62,62,59,52,62,56,59,39,42,49,63,64,60,56,68,65,40,45,49,43,44,45,41,63,66,74,61,54,0,0,0,0,0,0,0
Tomeu Nadal Mesquida,0,40,38,0,31,33,63,23,48,0,6,14,14,17,14,23,0,29,12,16,14,13,18,0,15,18,29,13,12,0,64,32,41,20,64,66,69,40,67,69,1
Thomas Bruns,73,73,73,69,74,72,66,68,72,64,68,64,69,66,57,48,71,74,68,71,71,72,69,62,64,61,61,63,57,69,71,79,62,72,0,0,0,0,0,0,2
Qing Wu,39,46,33,65,45,82,73,66,60,61,66,63,68,54,54,47,65,64,69,32,69,71,44,56,54,58,55,57,53,60,86,36,67,67,0,0,0,0,0,0,2
Stefano Marzo,67,67,67,61,68,72,60,61,66,29,58,22,42,20,29,45,57,49,64,40,62,60,32,66,68,55,67,67,67,70,63,83,64,71,0,0,0,0,0,0,3
Sofian Kiyine,69,69,69,68,74,69,62,68,50,54,62,48,61,63,44,49,63,64,60,43,67,67,60,58,59,58,56,59,59,57,55,67,55,49,0,0,0,0,0,0,2
Sebastian Schuppan,61,57,64,59,64,60,64,56,61,49,49,42,62,50,48,59,57,40,65,67,61,52,67,67,66,66,69,66,63,75,57,76,78,70,0,0,0,0,0,0,2
Kai Sun,58,57,59,32,40,66,44,33,42,24,22,18,39,20,29,35,40,34,41,29,45,40,27,58,50,41,57,66,67,59,71,65,57,52,0,0,0,0,0,0,3
Jorrit Hendrix,71,73,69,74,74,75,75,76,78,60,70,54,73,57,54,54,70,66,59,45,77,84,52,76,79,73,76,73,76,79,79,86,73,81,0,0,0,0,0,0,2
Na�m Sliti,75,76,75,80,79,84,71,80,78,69,73,67,68,74,72,70,72,74,70,70,76,65,72,34,32,49,31,34,27,69,66,81,68,59,0,0,0,0,0,0,0
Fernando Pacheco Flores,0,48,42,0,62,51,77,14,59,0,14,16,21,15,13,23,0,45,12,20,24,27,20,0,26,10,17,16,13,0,72,43,72,27,78,79,76,48,68,80,1
Kyle Callan-McFadden,56,52,60,47,44,53,51,53,58,27,23,23,42,20,30,34,43,38,22,37,55,52,32,57,56,56,57,58,55,63,71,61,65,60,0,0,0,0,0,0,3
Max Kruse,69,72,67,82,74,76,85,86,86,83,85,85,81,80,80,89,82,84,81,69,83,80,80,46,41,63,57,38,34,70,65,71,72,63,0,0,0,0,0,0,2
Shk�lzen Gashi,69,67,71,70,75,66,69,74,66,72,73,67,81,73,76,70,70,69,67,75,72,70,76,54,53,73,51,55,45,71,78,67,69,77,0,0,0,0,0,0,2
Aaron Jarvis,54,52,55,46,49,66,41,49,40,50,45,57,45,42,38,52,35,42,25,25,41,27,32,30,23,58,34,22,23,60,58,59,64,50,0,0,0,0,0,0,0
Jake Ellis,57,54,60,49,58,56,51,46,46,48,48,50,45,48,43,49,40,45,41,28,42,33,39,23,17,51,17,26,15,40,50,32,47,32,0,0,0,0,0,0,0
Dimitris Kolovos,68,68,68,70,67,67,62,70,67,67,68,66,68,67,67,62,66,65,65,67,67,63,66,26,18,39,28,26,27,57,66,51,59,55,0,0,0,0,0,0,0
Francisco Jos� Villalba Rodrigo,62,65,60,74,74,90,62,71,59,57,61,60,44,66,51,57,70,72,66,73,71,68,74,39,36,33,51,34,31,37,41,47,31,38,0,0,0,0,0,0,0
Kazuki Fukai,57,58,56,61,47,69,53,68,57,44,44,40,56,46,33,40,58,51,52,39,69,60,49,57,52,46,59,61,55,59,57,50,62,62,0,0,0,0,0,0,3
Nahuel Bustos,73,71,74,63,70,76,54,60,47,58,57,60,56,57,48,70,50,49,52,32,58,36,48,23,13,49,30,16,18,43,58,55,42,28,0,0,0,0,0,0,0
Faouzi Ghoulam,78,71,83,79,72,62,80,81,75,65,70,54,81,70,52,77,78,69,86,68,80,74,77,79,76,70,80,82,81,77,73,91,71,74,0,0,0,0,0,0,2
C.J. Sapong,76,78,75,65,70,64,65,66,63,64,68,67,70,49,63,70,53,59,43,46,60,45,50,40,32,73,28,46,36,80,86,78,80,80,0,0,0,0,0,0,0
Joshua Debayo,67,65,69,53,65,65,56,49,51,32,32,24,43,31,38,48,39,38,47,33,40,35,29,57,57,58,55,59,58,63,70,67,64,56,0,0,0,0,0,0,3
Daniel Ojeda Saranova,69,71,68,65,61,66,66,68,50,64,65,69,61,58,50,72,61,64,62,43,64,66,35,39,32,62,39,38,34,60,63,71,62,38,0,0,0,0,0,0,0
Andr�s Cubas,71,76,66,69,89,90,70,68,70,47,51,35,59,62,33,51,64,61,58,40,75,64,43,72,72,55,73,74,76,56,78,86,31,75,0,0,0,0,0,0,2
Richard Neudecker,76,77,75,71,89,84,63,72,58,56,61,54,66,56,54,39,66,65,64,59,68,66,63,47,55,38,41,48,55,50,69,67,38,54,0,0,0,0,0,0,2
Scot Bennett,42,40,44,44,42,48,57,49,50,41,44,37,48,42,46,39,40,41,36,30,44,42,33,60,57,61,63,60,59,69,62,72,72,59,0,0,0,0,0,0,3
C�dric Yamb�r�,55,57,54,53,34,51,60,55,60,31,50,28,40,21,34,34,48,43,30,28,65,51,28,69,66,69,70,72,65,73,73,61,79,71,0,0,0,0,0,0,3
Eric Dick,0,50,40,0,32,30,52,10,30,0,5,10,30,10,10,11,0,52,9,11,30,34,14,0,12,20,14,25,20,0,60,25,75,35,55,55,60,50,58,58,1
Ryogo Yamasaki,53,50,56,53,51,49,56,57,48,56,53,57,63,51,53,53,39,53,31,36,41,30,34,28,20,66,28,22,21,64,61,54,70,61,0,0,0,0,0,0,0
Sebasti�n Mart�nez,68,69,67,66,61,66,67,70,58,46,41,44,55,37,61,45,64,59,56,53,72,67,52,68,73,45,69,69,73,70,85,82,64,68,0,0,0,0,0,0,2
Tom Clarke,58,55,61,40,60,67,63,44,57,30,29,21,55,27,35,16,38,34,40,21,42,41,25,71,70,68,74,71,68,79,91,66,81,85,0,0,0,0,0,0,3
Izuchukwu Jude Anthony,83,82,84,58,72,74,53,56,59,27,26,23,40,22,23,34,46,49,31,30,55,53,23,59,62,53,52,63,63,70,83,64,74,64,0,0,0,0,0,0,3
Gonzalo Sep�lveda,36,39,33,48,59,52,67,52,59,42,40,35,48,56,37,38,55,39,46,52,68,61,39,65,71,40,64,70,64,68,57,60,72,72,0,0,0,0,0,0,3
Berat Djimsiti,36,39,33,48,44,49,59,65,63,39,55,36,52,30,32,38,59,56,53,30,68,66,42,67,69,70,61,70,68,69,33,61,76,72,0,0,0,0,0,0,3
Helton Brant Aleixo Leite,0,19,19,0,18,27,63,20,21,0,8,10,18,13,9,19,0,15,11,8,27,21,12,0,11,12,14,9,8,0,42,25,53,22,70,69,65,19,66,65,1
Daniel Pavlovic,67,68,67,66,64,55,63,68,62,42,68,29,67,37,44,52,71,68,72,70,73,70,67,67,66,62,67,70,66,68,63,76,66,66,0,0,0,0,0,0,2
Carlos Vargas,67,69,66,49,65,68,58,51,56,46,45,39,59,48,39,47,54,52,56,44,57,55,44,67,68,65,67,67,68,65,71,65,63,67,0,0,0,0,0,0,3
Conor Townsend,68,67,68,64,69,74,64,63,59,45,56,44,45,45,41,52,62,61,67,61,61,57,64,65,65,55,66,68,64,67,69,75,69,49,0,0,0,0,0,0,2
Philip T�rpitz,82,82,82,72,78,83,67,70,68,70,70,71,77,65,59,66,62,63,64,63,66,52,60,34,36,47,31,32,31,64,67,77,61,52,0,0,0,0,0,0,0
Kai Br�nker,79,77,81,51,60,54,55,48,53,60,61,61,67,52,54,59,42,47,30,32,46,45,38,22,13,69,23,14,12,77,63,76,85,63,0,0,0,0,0,0,0
Hyun Yoo,0,54,57,0,56,59,58,33,45,0,14,11,23,11,15,26,0,63,13,13,45,43,11,0,12,11,11,21,19,0,54,30,30,27,68,63,53,54,74,65,1
Juan Pablo A�or,68,67,69,76,77,77,64,78,68,72,73,69,80,75,60,66,74,74,75,77,74,72,69,43,38,52,44,45,39,53,60,70,49,42,0,0,0,0,0,0,0
Andrew McGovern,68,67,69,40,57,55,42,37,37,30,41,29,34,31,23,21,31,31,39,31,29,26,37,48,48,50,45,50,52,66,55,66,69,61,0,0,0,0,0,0,3
Adama Diomande,77,78,76,67,78,70,67,68,62,68,67,70,72,63,64,66,50,53,45,35,56,43,56,29,33,68,27,20,16,79,83,72,86,68,0,0,0,0,0,0,0
Lucas Villafa�ez,77,78,77,76,79,84,69,76,66,67,68,67,70,64,66,65,73,70,75,70,73,72,73,34,38,49,30,31,29,50,59,66,43,44,0,0,0,0,0,0,0
Luka Milivojevic,57,53,60,67,58,58,77,74,73,64,66,54,75,72,42,89,74,73,66,78,79,76,64,77,79,75,78,76,72,83,62,86,82,88,0,0,0,0,0,0,2
Keiji Tamada,66,69,63,69,72,60,65,72,70,67,63,67,68,65,63,69,63,71,59,34,65,62,68,37,38,64,35,31,27,61,62,60,59,67,0,0,0,0,0,0,0
Agostino Garofalo,78,78,78,70,78,80,71,70,70,62,52,54,77,73,45,61,65,53,68,75,69,64,70,67,65,61,66,70,70,72,83,83,70,60,0,0,0,0,0,0,2
Rafal Augustyniak,63,64,63,56,62,54,56,53,46,35,42,32,42,33,28,43,50,36,39,55,62,57,35,63,63,44,65,65,66,69,59,75,74,51,0,0,0,0,0,0,3
Adrian Kn�ver,47,52,43,54,72,80,58,53,41,45,57,37,56,50,41,37,46,54,40,47,46,40,53,49,50,46,41,57,46,63,59,60,65,65,0,0,0,0,0,0,3
Kyle Taylor,66,69,63,62,65,70,58,61,62,51,45,50,61,47,52,50,59,59,56,53,61,59,62,37,26,49,33,43,45,49,57,48,51,43,0,0,0,0,0,0,0
Linus Hallenius,73,73,73,59,67,58,63,62,63,64,64,65,69,58,57,57,53,55,48,48,61,45,45,39,30,60,53,29,26,73,65,70,77,69,0,0,0,0,0,0,0
Cathal Farren,60,53,66,46,51,54,52,46,46,49,54,51,48,45,44,51,35,44,22,20,44,22,33,23,22,51,24,15,17,57,67,58,57,53,0,0,0,0,0,0,0
Joe Morrell,69,71,67,65,76,90,50,63,59,53,55,48,60,60,38,56,61,64,56,59,64,60,48,48,52,36,45,54,43,47,61,75,35,38,0,0,0,0,0,0,0
Justin L�we,66,65,66,61,81,91,48,60,50,53,53,56,56,40,55,56,54,59,42,60,58,52,49,38,34,32,44,40,31,44,65,57,36,41,0,0,0,0,0,0,0
Admir Mehmedi,74,74,74,77,77,76,76,77,71,75,77,74,81,74,77,69,70,73,69,62,74,58,73,43,42,60,43,40,36,69,64,71,68,68,0,0,0,0,0,0,0
Tolgay Arslan,73,75,72,78,74,77,70,79,78,71,66,64,82,75,65,76,76,73,67,72,82,76,76,71,76,58,68,75,69,70,58,74,65,79,0,0,0,0,0,0,2
Luca Lezzerini,0,46,44,0,39,38,68,24,61,0,15,13,18,19,17,25,0,25,13,14,31,22,15,0,18,12,19,19,14,0,55,32,66,24,67,70,60,46,60,64,1
Wenjun Lu,71,73,70,65,70,62,58,61,48,65,61,68,69,59,58,62,51,59,52,36,52,41,53,30,21,63,40,19,18,67,65,68,76,43,0,0,0,0,0,0,0
Miguel �ngelo da Silva Rocha,55,55,55,70,60,54,65,75,66,57,62,46,75,65,45,51,69,75,45,68,77,76,74,67,67,59,71,67,62,69,75,70,69,66,0,0,0,0,0,0,2
Jacob Bruun Larsen,75,77,74,68,75,73,59,67,49,57,57,60,66,46,51,44,60,57,65,39,64,53,62,49,39,50,53,53,43,61,54,55,68,52,0,0,0,0,0,0,0
Mohammed Abu,70,71,69,67,75,69,66,68,61,55,55,48,69,59,53,50,65,60,53,59,72,70,69,62,67,54,54,68,65,70,74,76,65,73,0,0,0,0,0,0,2
Nicola Sutter,67,70,65,51,58,61,55,52,46,53,48,55,62,43,50,41,51,45,42,36,63,54,40,54,49,54,54,56,54,64,60,62,66,61,0,0,0,0,0,0,3
Mats Haakenstad,84,84,84,59,64,60,55,58,55,49,46,49,57,48,41,29,52,49,55,37,56,49,48,57,58,54,56,57,56,76,67,91,73,67,0,0,0,0,0,0,3
